iso3c,country,date,confirmed,deaths,recovered,ecdc_cases,ecdc_deaths,total_tests,tests_units,positive_rate,hosp_patients,icu_patients,total_vaccinations,soc_dist,mov_rest,pub_health,gov_soc_econ,lockdown,apple_mtr_driving,apple_mtr_walking,apple_mtr_transit,gcmr_place_id,gcmr_retail_recreation,gcmr_grocery_pharmacy,gcmr_parks,gcmr_transit_stations,gcmr_workplaces,gcmr_residential,gtrends_score,gtrends_country_score,region,income,population,land_area_skm,pop_density,pop_largest_city,life_expectancy,gdp_capita,timestamp
AUS,Australia,2020-10-10,27263,898,21855,27229,897,7976790,tests performed,6e-4,31,1,NA,-11,48,92,74,4,83.24,76.72,43.71,ChIJ38WHZwf9KysRUhNblaFnglM,-15,0,11,-35,-6,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-11,27285,898,21866,27244,897,8008111,tests performed,6e-4,32,1,NA,-11,48,92,74,4,88.85,70.15,49.37,ChIJ38WHZwf9KysRUhNblaFnglM,-16,-2,12,-39,-11,5,8,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-12,27310,899,21895,27264,898,8035558,tests performed,6e-4,31,1,NA,-12,48,93,75,4,91.45,70.32,49.42,ChIJ38WHZwf9KysRUhNblaFnglM,-17,-2,-10,-43,-13,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-13,27337,904,21906,27286,898,8062988,tests performed,6e-4,28,1,NA,-12,48,94,75,4,93.17,72.12,49.02,ChIJ38WHZwf9KysRUhNblaFnglM,-19,-3,-16,-42,-14,8,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-14,27357,904,21907,27317,899,8109603,tests performed,6e-4,26,1,NA,-12,48,94,76,4,96.06,72.55,48.93,ChIJ38WHZwf9KysRUhNblaFnglM,-17,-3,-10,-41,-13,8,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-15,27371,904,21920,27341,904,8153116,tests performed,6e-4,20,1,NA,-12,48,94,77,4,104.24,78.51,50.48,ChIJ38WHZwf9KysRUhNblaFnglM,-18,-2,-10,-40,-13,8,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-16,27378,904,21955,27362,904,8196994,tests performed,5e-4,18,0,NA,-13,47,93,77,4,99.65,90.72,52.02,ChIJ38WHZwf9KysRUhNblaFnglM,-15,2,-17,-38,-11,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-17,27390,904,21956,27371,904,8239368,tests performed,5e-4,16,1,NA,-13,47,93,77,4,85.42,74.78,43.61,ChIJ38WHZwf9KysRUhNblaFnglM,-15,0,-5,-34,-7,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-18,27399,905,21966,27383,904,8276036,tests performed,4e-4,17,1,NA,-22,47,93,77,3,92.72,68.73,48.57,ChIJ38WHZwf9KysRUhNblaFnglM,-17,-3,-6,-41,-12,6,8,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-19,27405,905,21970,27390,904,8303374,tests performed,4e-4,17,1,NA,-22,47,93,77,3,94.6,72.41,49.48,ChIJ38WHZwf9KysRUhNblaFnglM,-16,-1,-13,-41,-11,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-20,27443,905,21984,27399,905,8332247,tests performed,4e-4,16,1,NA,-22,47,94,77,3,97.68,74.61,50.58,ChIJ38WHZwf9KysRUhNblaFnglM,-17,-2,-14,-40,-13,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-21,27458,905,22007,27430,905,8378006,tests performed,4e-4,16,0,NA,-22,47,94,77,3,100.26,76.1,51.52,ChIJ38WHZwf9KysRUhNblaFnglM,-16,-3,-9,-38,-12,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-22,27476,905,22018,27444,905,8423824,tests performed,4e-4,20,0,NA,-22,47,94,77,3,102.98,81.4,53.06,ChIJ38WHZwf9KysRUhNblaFnglM,-15,0,-1,-38,-13,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-23,27495,905,22028,27466,905,8467326,tests performed,4e-4,18,0,NA,-23,47,94,78,3,97.19,85.37,51.69,ChIJ38WHZwf9KysRUhNblaFnglM,-14,4,0,-39,-21,9,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-24,27513,905,22034,27484,905,8505211,tests performed,5e-4,17,0,NA,-23,47,94,78,3,77.39,67.2,41.58,ChIJ38WHZwf9KysRUhNblaFnglM,-16,2,-27,-38,-9,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-25,27525,905,22051,27499,905,8535842,tests performed,5e-4,17,0,NA,-24,47,94,78,3,87.4,63.88,46.46,ChIJ38WHZwf9KysRUhNblaFnglM,-17,-3,-21,-43,-13,6,7,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-26,27539,905,22065,27520,905,8567028,tests performed,5e-4,15,1,NA,-24,47,94,78,3,92.13,67.79,50.28,ChIJ38WHZwf9KysRUhNblaFnglM,-18,-2,-27,-44,-12,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-27,27553,907,22072,27527,905,8598558,tests performed,4e-4,13,1,NA,-24,47,96,78,3,96.71,73.9,54.4,ChIJ38WHZwf9KysRUhNblaFnglM,-19,-2,-27,-40,-13,8,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-28,27565,907,22084,27541,905,8650241,tests performed,4e-4,19,1,NA,-29,48,97,78,2,97.06,73.19,53.54,ChIJ38WHZwf9KysRUhNblaFnglM,-12,-1,-17,-38,-11,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-29,27579,907,22091,27554,907,8700911,tests performed,4e-4,20,1,NA,-29,48,97,78,2,108.39,83.11,58.58,ChIJ38WHZwf9KysRUhNblaFnglM,-12,1,-15,-39,-11,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-30,27585,907,22173,27569,907,8748442,tests performed,3e-4,17,1,NA,-29,48,97,78,2,104.59,96.47,60.18,ChIJ38WHZwf9KysRUhNblaFnglM,-9,6,-13,-35,-9,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-10-31,27595,907,22188,27582,907,8789454,tests performed,3e-4,17,1,NA,-29,48,98,78,2,86.59,81.73,49,ChIJ38WHZwf9KysRUhNblaFnglM,-9,3,-17,-31,-5,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-01,27601,907,22204,27590,907,8825186,tests performed,3e-4,16,1,NA,-29,48,99,78,2,93.36,74.17,57,ChIJ38WHZwf9KysRUhNblaFnglM,-10,-1,-10,-39,-10,4,6,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-02,27610,907,22236,27595,907,8855401,tests performed,2e-4,15,1,NA,-29,48,99,78,2,89.07,75.83,58.56,ChIJ38WHZwf9KysRUhNblaFnglM,-8,3,-8,-40,-14,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-03,27622,907,22257,27602,907,8887171,tests performed,2e-4,20,1,NA,-29,48,98,78,2,94.6,74.53,55.71,ChIJ38WHZwf9KysRUhNblaFnglM,-11,-1,-1,-41,-22,8,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-04,27630,907,22267,27610,907,8933563,tests performed,2e-4,21,1,NA,-29,48,98,79,2,94.26,70.45,53.65,ChIJ38WHZwf9KysRUhNblaFnglM,-14,-2,-21,-40,-11,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-05,27644,907,22274,27622,907,8977142,tests performed,2e-4,20,1,NA,-29,48,100,79,2,103.66,80.96,58.69,ChIJ38WHZwf9KysRUhNblaFnglM,-16,-2,-25,-42,-12,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-06,27652,907,22287,27633,907,9023613,tests performed,2e-4,19,1,NA,-29,47,99,79,2,102.73,96.42,61.79,ChIJ38WHZwf9KysRUhNblaFnglM,-10,4,-14,-37,-9,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-07,27658,907,22295,27645,907,9062355,tests performed,2e-4,19,1,NA,-29,47,99,80,2,84.84,80.76,51.56,ChIJ38WHZwf9KysRUhNblaFnglM,-7,2,-4,-32,-3,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-08,27665,907,22295,27652,907,9097814,tests performed,2e-4,20,1,NA,-36,46,99,80,2,93.04,72.89,56.65,ChIJ38WHZwf9KysRUhNblaFnglM,-7,2,5,-36,-8,4,6,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-09,27669,907,22298,27658,907,9126840,tests performed,2e-4,20,0,NA,-36,45,101,81,2,95.93,75.65,60.23,ChIJ38WHZwf9KysRUhNblaFnglM,-12,0,-15,-41,-9,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-10,27671,907,22298,27668,907,9160213,tests performed,2e-4,22,0,NA,-36,45,101,82,2,98.73,77.52,61.21,ChIJ38WHZwf9KysRUhNblaFnglM,-12,2,-16,-39,-11,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-11,27675,907,22299,27678,907,9212619,tests performed,2e-4,22,0,NA,-36,45,102,82,2,101.22,80.31,61.59,ChIJ38WHZwf9KysRUhNblaFnglM,-12,0,-18,-38,-10,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-12,27676,907,22303,27686,907,9268481,tests performed,1e-4,22,0,NA,-36,45,102,82,2,110.53,86.02,64.97,ChIJ38WHZwf9KysRUhNblaFnglM,-11,2,-11,-38,-11,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-13,27682,907,22307,27698,907,9308474,tests performed,1e-4,21,0,NA,-39,45,105,81,2,111.15,105.59,71.17,ChIJ38WHZwf9KysRUhNblaFnglM,-8,7,-19,-36,-9,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-14,27711,907,22311,27703,907,9348696,tests performed,2e-4,22,0,NA,-39,45,105,84,2,94.57,86.8,58.98,ChIJ38WHZwf9KysRUhNblaFnglM,-6,4,2,-29,-4,2,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-15,27749,907,22312,27711,907,9379339,tests performed,3e-4,24,0,NA,-39,45,105,85,2,95.86,74.49,60.01,ChIJ38WHZwf9KysRUhNblaFnglM,-7,2,6,-35,-9,2,8,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-16,27758,907,22333,27725,907,9401769,tests performed,3e-4,23,0,NA,-39,45,106,86,2,97.26,77.13,61.78,ChIJ38WHZwf9KysRUhNblaFnglM,-11,3,-17,-40,-10,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-17,27777,907,22338,27750,907,9441350,tests performed,4e-4,22,0,NA,-39,45,107,86,2,101.44,80.66,62.79,ChIJ38WHZwf9KysRUhNblaFnglM,-13,2,-21,-39,-11,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-18,27785,907,22339,27756,907,9498046,tests performed,4e-4,26,0,NA,-39,45,107,87,3,101.82,81.56,62.17,ChIJ38WHZwf9KysRUhNblaFnglM,-9,4,-14,-37,-10,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-19,27792,907,22341,27777,907,9559147,tests performed,4e-4,23,0,NA,-39,45,107,87,3,109.64,88.82,66.55,ChIJ38WHZwf9KysRUhNblaFnglM,-16,-1,-13,-40,-15,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-20,27806,907,22348,27784,907,9621262,tests performed,4e-4,25,0,NA,-39,45,107,87,3,108.84,106.37,69.77,ChIJ38WHZwf9KysRUhNblaFnglM,-12,3,-15,-37,-13,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-21,27821,907,22349,27789,907,9671866,tests performed,3e-4,22,0,NA,-39,45,107,87,3,91.48,86.94,57.04,ChIJ38WHZwf9KysRUhNblaFnglM,-10,1,0,-31,-7,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-22,27834,907,22352,27807,907,9714006,tests performed,3e-4,21,0,NA,-45,46,104,86,2,95.1,76.02,60.45,ChIJ38WHZwf9KysRUhNblaFnglM,-7,2,-7,-37,-9,3,5,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-23,27843,907,22358,27821,907,9746722,tests performed,2e-4,25,0,NA,-45,45,104,86,2,99.52,81.94,64.65,ChIJ38WHZwf9KysRUhNblaFnglM,-12,1,-25,-41,-10,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-24,27853,907,22362,27835,907,9780480,tests performed,2e-4,24,0,NA,-45,45,104,86,2,103.98,85.49,67.14,ChIJ38WHZwf9KysRUhNblaFnglM,-12,1,-20,-38,-11,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-25,27865,907,22369,27848,907,9832067,tests performed,2e-4,24,0,NA,-45,45,104,86,2,107.94,88.96,69.48,ChIJ38WHZwf9KysRUhNblaFnglM,-9,2,-13,-36,-10,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-26,27873,907,22390,27854,907,9878139,tests performed,3e-4,22,0,NA,-45,45,104,86,2,117.86,97.1,75.97,ChIJ38WHZwf9KysRUhNblaFnglM,-8,4,-8,-36,-10,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-27,27886,907,22404,27867,907,9922615,tests performed,3e-4,21,0,NA,-45,45,103,86,2,114.1,110.31,76.25,ChIJ38WHZwf9KysRUhNblaFnglM,-3,8,-12,-32,-9,3,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-28,27892,907,22407,27874,907,9952658,tests performed,3e-4,21,0,NA,-45,45,103,86,2,92.44,86.82,60.02,ChIJ38WHZwf9KysRUhNblaFnglM,-5,4,-5,-28,-3,2,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-29,27902,908,22411,27885,907,9975692,tests performed,3e-4,22,0,NA,-45,45,103,87,2,98.94,81.41,65.71,ChIJ38WHZwf9KysRUhNblaFnglM,-5,3,-16,-35,-7,2,4,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-11-30,27912,908,22420,27893,907,10000219,tests performed,3e-4,21,0,NA,-45,44,103,87,2,100.9,82.86,68.26,ChIJ38WHZwf9KysRUhNblaFnglM,-7,4,-18,-37,-9,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-01,27923,908,22423,27904,908,10027337,tests performed,3e-4,21,0,NA,-47,42,102,88,2,105.52,88.53,72.17,ChIJ38WHZwf9KysRUhNblaFnglM,-10,2,-25,-37,-11,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-02,27939,908,22431,27912,908,10068443,tests performed,3e-4,26,0,NA,-47,42,102,88,2,108.8,93.25,73.03,ChIJ38WHZwf9KysRUhNblaFnglM,-7,2,-17,-35,-9,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-03,27949,908,22443,27923,908,10104210,tests performed,3e-4,27,0,NA,-47,42,103,88,2,120.13,104.65,80.66,ChIJ38WHZwf9KysRUhNblaFnglM,-6,4,-9,-34,-9,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-04,27956,908,22448,27939,908,10134668,tests performed,3e-4,28,0,NA,-47,42,103,88,2,116.43,116.53,77.71,ChIJ38WHZwf9KysRUhNblaFnglM,-4,8,-8,-30,-8,3,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-05,27965,908,22453,27949,908,10161634,tests performed,3e-4,29,0,NA,-47,42,103,88,2,96.47,94.9,65.7,ChIJ38WHZwf9KysRUhNblaFnglM,-4,5,-11,-26,-1,2,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-06,27972,908,22456,27956,908,10184720,tests performed,3e-4,33,0,NA,-49,42,101,87,2,102.24,86.03,71.37,ChIJ38WHZwf9KysRUhNblaFnglM,-3,5,-6,-30,-6,2,3,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-07,27987,908,22460,27965,908,10206753,tests performed,4e-4,37,0,NA,-49,41,102,87,2,104.67,89.9,74.48,ChIJ38WHZwf9KysRUhNblaFnglM,-6,5,-22,-38,-11,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-08,27993,908,22461,27972,908,10229311,tests performed,3e-4,32,0,NA,-49,41,102,87,2,110.48,96.96,79.12,ChIJ38WHZwf9KysRUhNblaFnglM,-6,5,-20,-35,-10,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-09,28000,908,22473,27987,908,10265843,tests performed,3e-4,38,0,NA,-49,41,102,87,2,114.09,100.68,80.83,ChIJ38WHZwf9KysRUhNblaFnglM,-4,3,-11,-34,-10,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-10,28011,908,22474,27993,908,10303104,tests performed,3e-4,38,0,NA,-49,41,102,87,2,123.75,110.66,83.93,ChIJ38WHZwf9KysRUhNblaFnglM,-4,5,-11,-33,-11,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-11,28025,908,22480,28000,908,10333910,tests performed,3e-4,37,0,NA,-49,41,102,87,2,118.35,121.24,82.49,ChIJ38WHZwf9KysRUhNblaFnglM,-2,8,-13,-29,-10,3,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-12,28030,908,22484,28012,908,10359301,tests performed,3e-4,34,0,NA,-49,41,102,87,2,97.85,98.69,68.44,ChIJ38WHZwf9KysRUhNblaFnglM,-2,6,-6,-23,1,1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-13,28037,908,22485,28025,908,10379994,tests performed,3e-4,28,1,NA,-49,41,102,88,2,105.19,90.18,76.69,ChIJ38WHZwf9KysRUhNblaFnglM,-3,4,-12,-31,-5,2,6,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-14,28048,908,22498,28031,908,10400623,tests performed,3e-4,31,1,NA,-50,41,102,88,2,109.41,94.53,79.67,ChIJ38WHZwf9KysRUhNblaFnglM,-4,6,-22,-38,-12,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-15,28060,908,22498,28031,908,10421329,tests performed,3e-4,28,1,NA,-50,41,102,88,2,115.37,100.9,81.25,ChIJ38WHZwf9KysRUhNblaFnglM,-4,7,-26,-36,-14,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-16,28072,908,22504,28031,908,10453300,tests performed,4e-4,29,0,NA,-50,41,102,88,2,117.03,103.95,81.8,ChIJ38WHZwf9KysRUhNblaFnglM,-1,6,-20,-34,-12,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-17,28093,908,22507,28031,908,10481898,tests performed,5e-4,24,0,NA,-50,41,102,88,2,125.12,110.79,83.25,ChIJ38WHZwf9KysRUhNblaFnglM,0,7,-15,-32,-14,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-18,28126,908,22508,28031,908,10504909,tests performed,6e-4,25,0,NA,-50,41,102,88,2,114.89,111.26,74.02,ChIJ38WHZwf9KysRUhNblaFnglM,0,11,-16,-30,-14,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-19,28168,908,22512,28031,908,10537259,tests performed,8e-4,26,0,NA,-50,41,102,88,2,95.69,92.84,59.91,ChIJ38WHZwf9KysRUhNblaFnglM,-3,9,-15,-25,0,1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-20,28198,908,22517,28031,908,10583634,tests performed,8e-4,23,0,NA,-50,41,102,88,2,110.3,91.26,65.87,ChIJ38WHZwf9KysRUhNblaFnglM,-2,6,-8,-30,-3,1,8,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-21,28219,908,22524,28031,908,10651486,tests performed,7e-4,22,0,NA,-50,41,102,88,2,108.89,91.04,63.71,ChIJ38WHZwf9KysRUhNblaFnglM,5,15,-18,-42,-25,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-22,28237,908,22526,28031,908,10727580,tests performed,6e-4,20,0,NA,-50,41,102,88,2,110.93,94.9,65.22,ChIJ38WHZwf9KysRUhNblaFnglM,6,22,-20,-42,-28,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-23,28262,908,22530,28031,908,10817253,tests performed,5e-4,21,0,NA,-50,41,102,88,2,96.07,83.53,54.14,ChIJ38WHZwf9KysRUhNblaFnglM,16,38,-5,-38,-30,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-24,28274,908,22532,28031,908,10917267,tests performed,4e-4,24,0,NA,-50,41,102,88,2,63.73,45.84,33.82,ChIJ38WHZwf9KysRUhNblaFnglM,6,51,-3,-44,-45,9,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-12-25,28297,908,22535,28031,908,11010631,tests performed,3e-4,23,0,NA,-50,41,102,88,2,81.08,66.04,52.1,ChIJ38WHZwf9KysRUhNblaFnglM,-77,-82,-9,-68,-81,14,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
