iso3c,country,date,confirmed,deaths,recovered,ecdc_cases,ecdc_deaths,total_tests,tests_units,positive_rate,hosp_patients,icu_patients,total_vaccinations,soc_dist,mov_rest,pub_health,gov_soc_econ,lockdown,apple_mtr_driving,apple_mtr_walking,apple_mtr_transit,gcmr_place_id,gcmr_retail_recreation,gcmr_grocery_pharmacy,gcmr_parks,gcmr_transit_stations,gcmr_workplaces,gcmr_residential,gtrends_score,gtrends_country_score,region,income,population,land_area_skm,pop_density,pop_largest_city,life_expectancy,gdp_capita,timestamp
AUS,Australia,2020-01-22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,107.4,103.88,107.03,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,115.65,112.4,106.64,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,109.66,117.27,100.19,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-25,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88.59,103.02,90.61,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-26,4,0,0,4,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,85.18,87.4,81.83,NA,NA,NA,NA,NA,NA,NA,24,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-27,5,0,0,4,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,95.91,96.18,101.78,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-28,5,0,0,4,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,99.4,100.57,104.81,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-29,6,0,0,4,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,99.92,100.25,103.03,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-30,9,0,2,6,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103.04,100.73,101.91,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-01-31,9,0,2,7,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103.73,108.69,97.77,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-01,12,0,2,9,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,85.73,96.55,87.49,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-02,12,0,2,11,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,93.39,92.71,98.72,NA,NA,NA,NA,NA,NA,NA,14,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-03,12,0,2,11,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,95.83,95.77,99.03,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-04,13,0,2,11,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,98.63,99.1,102.4,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-05,13,0,2,12,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,102.4,97.65,100.27,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-06,14,0,2,13,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,107.46,97.97,100.82,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-07,15,0,2,14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,106.55,112.07,102.46,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-08,15,0,2,14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,86.33,88.84,84.1,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-09,15,0,2,14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,98.78,93.13,100.46,NA,NA,NA,NA,NA,NA,NA,11,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-10,15,0,2,14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100.08,100.34,105.77,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-11,15,0,2,14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103.28,101.59,105.48,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-12,15,0,2,14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,106.19,104.56,106.71,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-13,15,0,8,14,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,116.62,116.84,113.2,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-14,15,0,8,15,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,115.36,129.56,111.33,NA,NA,NA,NA,NA,NA,NA,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-15,15,0,8,15,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,93.51,110.5,98.78,ChIJ38WHZwf9KysRUhNblaFnglM,4,3,-2,3,3,0,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-16,15,0,8,15,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,98.27,103.76,109.3,ChIJ38WHZwf9KysRUhNblaFnglM,3,5,9,3,-1,0,7,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-17,15,0,10,15,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,101.79,102.99,111.03,ChIJ38WHZwf9KysRUhNblaFnglM,-1,0,-6,7,17,-2,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-18,15,0,10,15,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,105.38,107.3,115.59,ChIJ38WHZwf9KysRUhNblaFnglM,-3,-2,-13,7,14,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-19,15,0,10,15,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,107.29,112.78,114.53,ChIJ38WHZwf9KysRUhNblaFnglM,-1,-1,-6,8,13,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-20,15,0,10,15,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,113.37,116.31,116.25,ChIJ38WHZwf9KysRUhNblaFnglM,0,1,5,9,13,-2,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-21,15,0,11,17,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,118.25,133.9,120.68,ChIJ38WHZwf9KysRUhNblaFnglM,3,4,-1,12,16,-3,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-22,15,0,11,21,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,97.6,113.52,104.35,ChIJ38WHZwf9KysRUhNblaFnglM,5,4,10,8,3,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-23,15,0,11,22,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,97.5,103.12,115.32,ChIJ38WHZwf9KysRUhNblaFnglM,3,4,9,4,-2,0,17,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-24,15,0,11,22,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,102.7,106,119.81,ChIJ38WHZwf9KysRUhNblaFnglM,-1,1,-10,8,17,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-25,15,0,11,22,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,104.46,109.06,118.98,ChIJ38WHZwf9KysRUhNblaFnglM,-3,-1,-8,10,15,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-26,15,0,11,22,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,106.23,109.52,115.46,ChIJ38WHZwf9KysRUhNblaFnglM,-1,0,-5,10,14,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-27,15,0,11,23,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,113.6,116.49,119.34,ChIJ38WHZwf9KysRUhNblaFnglM,0,1,-2,10,14,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-28,15,0,11,23,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,117.64,135.14,122.09,ChIJ38WHZwf9KysRUhNblaFnglM,4,6,0,14,17,-3,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-02-29,25,0,11,25,0,NA,NA,NA,NA,NA,NA,0,0,0,1,0,98.24,126.02,107.23,ChIJ38WHZwf9KysRUhNblaFnglM,6,6,18,11,4,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-01,27,1,11,26,1,NA,NA,NA,NA,NA,NA,0,1,1,2,0,97.35,100.94,113.58,ChIJ38WHZwf9KysRUhNblaFnglM,4,7,20,6,-1,0,31,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-02,30,1,11,29,1,NA,NA,NA,NA,NA,NA,0,1,1,2,0,99.14,101.73,115.04,ChIJ38WHZwf9KysRUhNblaFnglM,0,5,-1,6,10,0,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-03,39,1,11,33,1,NA,NA,NA,NA,NA,NA,0,1,1,2,0,101.63,101.17,112.26,ChIJ38WHZwf9KysRUhNblaFnglM,-2,7,-14,9,15,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-04,52,2,11,41,1,NA,NA,NA,NA,NA,NA,0,1,1,2,0,106.02,97.93,111.17,ChIJ38WHZwf9KysRUhNblaFnglM,0,12,-15,7,14,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-05,55,2,21,52,2,NA,NA,NA,NA,NA,NA,0,1,1,2,0,113.97,111.79,113.82,ChIJ38WHZwf9KysRUhNblaFnglM,-2,9,-19,6,13,0,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-06,60,2,21,59,2,NA,NA,NA,NA,NA,NA,0,1,1,2,0,113.49,126.09,112.67,ChIJ38WHZwf9KysRUhNblaFnglM,3,14,-6,9,16,-2,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-07,63,2,21,63,2,6796,tests performed,NA,NA,NA,NA,0,1,1,2,0,93.23,108.98,98.27,ChIJ38WHZwf9KysRUhNblaFnglM,3,12,10,3,2,0,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-08,76,3,21,74,3,7216,tests performed,NA,NA,NA,NA,0,1,1,2,0,91.21,89.81,97.56,ChIJ38WHZwf9KysRUhNblaFnglM,3,8,14,0,-2,0,60,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-09,91,3,21,80,3,8371,tests performed,NA,NA,NA,NA,0,1,1,2,0,96.44,96.18,105.15,ChIJ38WHZwf9KysRUhNblaFnglM,-3,3,5,-9,-14,4,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-10,107,3,21,100,3,9034,tests performed,NA,NA,NA,NA,0,1,1,2,0,99.94,100.4,107.82,ChIJ38WHZwf9KysRUhNblaFnglM,-2,9,-11,6,13,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-11,128,3,21,112,3,10221,tests performed,NA,NA,NA,NA,0,1,1,2,0,100.79,100.94,106.36,ChIJ38WHZwf9KysRUhNblaFnglM,-1,8,-2,6,14,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-12,128,3,21,126,3,14856,tests performed,NA,NA,NA,NA,0,1,2,2,0,102.79,102.38,101.22,ChIJ38WHZwf9KysRUhNblaFnglM,-1,11,2,6,13,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-13,200,3,23,156,3,16685,tests performed,NA,NA,NA,NA,1,1,2,2,0,98.75,103.92,88.82,ChIJ38WHZwf9KysRUhNblaFnglM,1,17,-8,5,14,-1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-14,250,3,23,197,3,20496,tests performed,0.0137,NA,NA,NA,1,1,2,2,0,78.16,84.71,70.96,ChIJ38WHZwf9KysRUhNblaFnglM,-1,20,-15,-10,3,2,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-15,297,3,23,249,3,22567,tests performed,0.0144,NA,NA,NA,1,1,2,3,0,81.59,75.67,76.49,ChIJ38WHZwf9KysRUhNblaFnglM,-2,24,-8,-13,-1,2,93,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-16,377,3,23,298,5,44570,tests performed,0.0079,NA,NA,NA,1,1,2,3,0,80.52,71.19,70.68,ChIJ38WHZwf9KysRUhNblaFnglM,-1,33,-18,-7,12,1,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-17,452,5,23,375,5,51057,tests performed,0.0082,NA,NA,NA,1,1,3,3,0,78.87,68.72,65.78,ChIJ38WHZwf9KysRUhNblaFnglM,-5,35,-21,-14,5,3,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-18,568,6,23,454,5,58074,tests performed,0.0092,NA,NA,NA,1,1,4,3,0,79.24,66.9,62.19,ChIJ38WHZwf9KysRUhNblaFnglM,-7,32,-15,-18,2,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-19,681,6,26,565,6,103341,tests performed,0.0062,NA,NA,NA,1,1,4,3,0,83.55,68.29,61.79,ChIJ38WHZwf9KysRUhNblaFnglM,-10,25,-9,-22,0,5,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-20,791,7,26,709,6,110784,tests performed,0.0063,NA,NA,NA,4,2,6,6,0,78.17,72.02,57.33,ChIJ38WHZwf9KysRUhNblaFnglM,-12,20,-12,-22,0,6,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-21,1071,7,26,874,7,122504,tests performed,0.008,NA,NA,NA,4,2,6,6,0,60.74,54.18,43.75,ChIJ38WHZwf9KysRUhNblaFnglM,-17,11,-9,-28,-4,7,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-22,1549,7,88,1098,7,132593,tests performed,0.0114,NA,NA,NA,8,3,7,9,0,66.41,50.99,40.71,ChIJ38WHZwf9KysRUhNblaFnglM,-18,10,-11,-34,-12,6,100,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-23,1682,7,88,1709,7,143638,tests performed,0.0132,NA,NA,NA,8,3,7,9,0,62.49,46.97,33.94,ChIJ38WHZwf9KysRUhNblaFnglM,-17,17,-27,-36,-6,8,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-24,2044,8,115,1823,7,156668,tests performed,0.0151,NA,NA,NA,8,4,8,9,0,60.19,45.55,30.31,ChIJ38WHZwf9KysRUhNblaFnglM,-30,4,-30,-45,-19,12,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-25,2364,8,119,2423,8,168436,tests performed,0.0163,NA,NA,NA,10,6,14,9,0,57.96,43.82,26.9,ChIJ38WHZwf9KysRUhNblaFnglM,-31,2,-33,-50,-23,14,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-26,2810,13,172,2799,11,179939,tests performed,0.0278,NA,NA,NA,10,6,16,10,0,59.9,45.57,26.44,ChIJ38WHZwf9KysRUhNblaFnglM,-34,2,-23,-53,-27,16,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-27,3143,13,194,3166,13,192808,tests performed,0.0287,NA,NA,NA,11,7,17,11,0,48.25,41.88,23.77,ChIJ38WHZwf9KysRUhNblaFnglM,-35,2,-30,-53,-26,17,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-28,3640,14,244,3378,13,210069,tests performed,0.0293,NA,NA,NA,11,8,18,11,0,36.69,32.84,19.57,ChIJ38WHZwf9KysRUhNblaFnglM,-41,-9,-34,-53,-27,15,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-29,3984,16,244,3809,14,223514,tests performed,0.0268,NA,NA,NA,11,8,21,12,1,51.18,40.93,23.53,ChIJ38WHZwf9KysRUhNblaFnglM,-45,-19,-35,-58,-33,13,73,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-30,4361,17,257,4093,16,232947,tests performed,0.03,NA,NA,NA,11,8,21,12,1,51.92,42.68,22.58,ChIJ38WHZwf9KysRUhNblaFnglM,-39,-13,-35,-59,-32,16,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-03-31,4559,18,358,4557,19,244929,tests performed,0.0285,426,82,NA,12,8,21,14,1,52.04,41.98,21.67,ChIJ38WHZwf9KysRUhNblaFnglM,-41,-13,-35,-59,-36,18,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-01,4862,20,422,4707,20,256818,tests performed,0.0283,441,86,NA,12,9,21,14,1,51.54,39.17,21.05,ChIJ38WHZwf9KysRUhNblaFnglM,-40,-13,-36,-60,-37,19,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-02,5116,24,520,4976,21,267098,tests performed,0.0265,415,92,NA,13,9,22,17,1,54.23,42.38,21.25,ChIJ38WHZwf9KysRUhNblaFnglM,-42,-13,-42,-63,-38,20,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-03,5330,28,649,5224,23,277847,tests performed,0.0257,457,93,NA,13,9,23,18,1,41.58,35.83,18.75,ChIJ38WHZwf9KysRUhNblaFnglM,-40,-7,-41,-61,-36,20,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-04,5550,30,701,5548,30,287457,tests performed,0.0247,490,95,NA,13,15,23,18,1,33.34,31.11,16.62,ChIJ38WHZwf9KysRUhNblaFnglM,-44,-14,-52,-61,-33,17,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-05,5687,35,757,5687,34,297240,tests performed,0.0231,457,96,NA,13,17,23,18,1,51.75,42.02,21.76,ChIJ38WHZwf9KysRUhNblaFnglM,-44,-18,-43,-62,-36,14,69,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-06,5797,40,1080,5744,36,302759,tests performed,0.0206,305,93,NA,13,17,24,18,1,53.17,42.71,21.2,ChIJ38WHZwf9KysRUhNblaFnglM,-37,-12,-35,-61,-37,17,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-07,5895,45,1080,5844,42,310797,tests performed,0.0203,263,87,NA,14,17,25,20,1,55.01,43.05,20.73,ChIJ38WHZwf9KysRUhNblaFnglM,-38,-10,-39,-61,-39,19,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-08,6010,50,1080,5956,45,319467,tests performed,0.0183,262,81,NA,14,18,27,22,1,59.24,47.21,21.28,ChIJ38WHZwf9KysRUhNblaFnglM,-35,-6,-38,-61,-39,19,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-09,6108,51,1472,6052,50,330234,tests performed,0.0157,247,81,NA,14,23,28,23,1,33.19,34.06,16.63,ChIJ38WHZwf9KysRUhNblaFnglM,-28,15,-31,-59,-40,18,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-10,6215,54,1793,6152,52,338449,tests performed,0.0146,240,80,NA,14,23,30,23,1,36,35.99,16.78,ChIJ38WHZwf9KysRUhNblaFnglM,-76,-55,-43,-77,-82,33,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-11,6303,57,1806,6238,54,350807,tests performed,0.0119,239,83,NA,14,24,30,24,1,26.95,31.33,13.94,ChIJ38WHZwf9KysRUhNblaFnglM,-40,-2,-51,-63,-41,18,NA,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
AUS,Australia,2020-04-12,6315,60,1806,6289,57,354043,tests performed,0.0111,227,79,NA,14,24,32,28,1,31.72,37.05,16.51,ChIJ38WHZwf9KysRUhNblaFnglM,-58,-38,-42,-64,-43,15,56,55,East Asia & Pacific,High income,25739256,7692020,3.34024963533636,5061439,83.2,58780.3330605266,2022-11-16T03:11:56Z
